,0,1,2,3,4,5,6,7,8
130,Science,Land of Milk and Honey,C Pam Zhang,Kindle $14.99,3.56,26/09/2023,240,Hardcover,"['Audie Award Nominee for Best Fiction Narrator (2024)', ' Goodreads Choice Award Nominee for Science Fiction (2023)']"
131,Science,I Keep My Exoskeletons to Myself,Marisa Crane,Kindle $12.99,3.95,17/01/2023,352,Hardcover,"['Lambda Literary Award Nominee for LGBTQ+ Speculative Fiction (2024)', ' Goodreads Choice Award Nominee for Science Fiction and for Debut Novel (2023)', ' Libby Award Nominee for Best Debut (2023)']"
132,Science,The Deep Sky,Yume Kitasei,Kindle $11.99,3.70,18/07/2023,399,Hardcover,"['Audie Award Nominee for Science Fiction (2024)', ' Goodreads Choice Award Nominee for Science Fiction (2023)', ' Libby Award Nominee for Best Science Fiction (2023)']"
133,Science,Bridge,Lauren Beukes,Kindle $14.99,3.68,08/08/2023,432,Hardcover,['Goodreads Choice Award Nominee for Science Fiction (2023)']
134,Science,Some Desperate Glory,Emily Tesh,Kindle $11.99,4.06,11/04/2023,438,Hardcover,"['Hugo Award Nominee for Best Novel (2024)', ' Locus Award Nominee for First Novel (2024)', ' Goodreads Choice Award Nominee for Science Fiction (2023)', ' Libby Award Nominee for Best Science Fiction (2023)']"
135,Science,Translation State,Ann Leckie,Kindle Unlimited $0.00,4.11,06/06/2023,422,Hardcover,"['Hugo Award Nominee for Best Novel (2024)', ' Nebula Award Nominee for Novel (2023)', ' Locus Award Nominee for Science Fiction (2024)', ' Goodreads Choice Award Nominee for Science Fiction (2023)', ' Libby Award Nominee for Best Science Fiction (2023)']"
136,Science,Ascension,Nicholas Binge,Kindle $4.99,3.58,25/04/2023,344,Hardcover,['Goodreads Choice Award Nominee for Science Fiction (2023)']
137,Science,The Deluge,Stephen Markley,Kindle $14.99,4.22,10/01/2023,896,Hardcover,['Goodreads Choice Award Nominee for Science Fiction (2023)']
138,Science,The Jinn-Bot of Shantiport,Samit Basu,Kindle $14.99,3.60,03/10/2023,404,Hardcover,"['Locus Award Nominee for Science Fiction (2024)', ' Goodreads Choice Award Nominee for Science Fiction (2023)']"
139,Science,The Great Transition,Nick Fuller Googins,Kindle $14.99,3.80,15/08/2023,352,Hardcover,['Goodreads Choice Award Nominee for Science Fiction (2023)']
140,Horror,Holly,Stephen King,Kindle $14.99,4.13,05/09/2023,449,Hardcover,['Goodreads Choice Award for Horror (2023)']
141,Horror,How to Sell a Haunted House,Grady Hendrix,Kindle $9.99,3.69,17/01/2023,419,Hardcover,"['Bram Stoker Award Nominee for Best Novel (2023)', ' Locus Award Nominee for Horror (2024)', ' Goodreads Choice Award Nominee for Horror (2023)']"
142,Horror,A House with Good Bones,T. Kingfisher,Kindle $12.99,3.69,28/03/2023,247,Hardcover,"['Locus Award Nominee for Horror (2024)', ' Goodreads Choice Award Nominee for Horror (2023)']"
143,Horror,Vampires of El Norte,Isabel Cañas,Kindle $13.99,3.90,15/08/2023,371,Hardcover,"['Locus Award Nominee for Horror (2024)', ' Goodreads Choice Award Nominee for Horror (2023)']"
144,Horror,Rouge,Mona Awad,Kindle $1.99,3.58,12/09/2023,383,Kindle Edition,['Goodreads Choice Award Nominee for Horror (2023)']
145,Horror,My Darling Girl,Jennifer McMahon,Kindle $14.99,3.75,03/10/2023,320,Hardcover,['Goodreads Choice Award Nominee for Horror (2023)']
146,Horror,The September House,Carissa Orlando,Kindle $13.99,3.92,05/09/2023,344,Hardcover,['Goodreads Choice Award Nominee for Horror and for Debut Novel (2023)']
147,Horror,Silver Nitrate,Silvia Moreno-Garcia,Kindle $12.99,3.62,18/07/2023,323,Hardcover,"['Locus Award Nominee for Horror (2024)', ' Goodreads Choice Award Nominee for Horror (2023)']"
148,Horror,Our Share of Night,Mariana Enríquez,Kindle $4.99,4.29,27/11/2019,588,Hardcover,"['Premio Herralde de Novela (2019)', ' Tähtifantasia Award Nominee (2023)', ' Premio de la Crítica de Narrativa Castellana (2019)', ' The Kitschies Nominee for Red Tentacle (Novel) (2023)', ' Premio Celsius (2020)', ' Goodreads Choice Award Nominee for Horror (2023)']"
149,Horror,Lone Women,Victor LaValle,Kindle $5.99,3.72,28/03/2023,285,Hardcover,"['Bram Stoker Award Nominee for Best Novel (2023)', ' Locus Award Nominee for Horror (2024)', ' Los Angeles Times Book Prize Nominee for Sci-Fi/Fantasy (2023)', ' Goodreads Choice Award Nominee for Horror (2023)']"
150,Horror,Black Sheep,Rachel Harrison,Kindle $12.99,3.61,19/09/2023,289,Hardcover,['Goodreads Choice Award Nominee for Horror (2023)']
151,Horror,Mister Magic,Kiersten White,Kindle $12.99,3.59,08/08/2023,295,Hardcover,['Goodreads Choice Award Nominee for Horror (2023)']
152,Horror,Don't Fear the Reaper,Stephen Graham Jones,Shop this series,4.07,07/02/2023,457,Hardcover,"['Bram Stoker Award Nominee for Best Novel (2023)', ' Locus Award Nominee for Horror (2024)', ' Goodreads Choice Award Nominee for Horror (2023)']"
153,Horror,The Reformatory,Tananarive Due,Kindle $12.99,4.48,31/10/2023,576,Hardcover,"['Bram Stoker Award for Best Novel (2023)', ' Locus Award Nominee for Horror (2024)', ' Los Angeles Times Book Prize for Sci-Fi/Fantasy (2023)', ' Chautauqua Prize (2024)', ' Goodreads Choice Award Nominee for Horror (2023)']"
154,Horror,Natural Beauty,Ling Ling Huang,Kindle $12.99,3.80,04/04/2023,272,Hardcover,"['Lambda Literary Award Nominee for Bisexual Fiction (2024)', ' Goodreads Choice Award Nominee for Horror (2023)']"
155,Horror,Sisters of the Lost Nation,Nick Medina,Kindle $12.99,3.87,18/04/2023,352,Hardcover,['Goodreads Choice Award Nominee for Horror (2023)']
156,Horror,Monstrilio,Gerardo Sámano Córdova,Kindle $8.99,4.15,07/03/2023,336,Hardcover,['Goodreads Choice Award Nominee for Horror and for Debut Novel (2023)']
157,Horror,Becoming the Boogeyman,Richard Chizmar,Shop this series,4.15,10/10/2023,411,Hardcover,['Goodreads Choice Award Nominee for Horror (2023)']
158,Horror,Her Little Flowers,Shannon Morgan,Kindle $9.99,3.81,25/07/2023,368,Paperback,['Goodreads Choice Award Nominee for Horror (2023)']
159,Horror,Dead Eleven,Jimmy Juliano,Kindle $13.99,3.72,27/06/2023,439,Hardcover,['Goodreads Choice Award Nominee for Horror (2023)']
160,Young,Divine Rivals,Rebecca Ross,Shop this series,4.21,04/04/2023,357,Hardcover,"['Locus Award Nominee for Young Adult (2024)', ' Rhode Island Teen Book Award Nominee (2025)', ' CYBILS Award Nominee for Young Adult Speculative Fiction (2023)', ' Goodreads Choice Award for Young Adult Fantasy & Science Fiction (2023)', ' Green Mountain Book Award Nominee (2025)', ' She Reads Best of Award for Young Adult (2023)', ' Barnes & Noble Book of the Year Award Nominee (2023)', ' Libby Award for Best Young Adult Fiction (2023)']"
161,Young,A Curse for True Love,Stephanie Garber,Shop this series,4.12,24/10/2023,386,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
162,Young,The Stolen Heir,Holly Black,Shop this series,3.99,03/01/2023,356,Hardcover,"['Audie Award Nominee for Young Adult (2024)', ' Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']"
163,Young,Chain of Thorns,Cassandra Clare,Shop this series,4.05,31/01/2023,778,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
164,Young,Powerless,Lauren Roberts,Shop this series,4.27,31/01/2023,523,Hardcover,"[""British Book Award Nominee for Children's Fiction (2024)"", ' Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)', "" Barnes & Noble Children's & YA Book Award Nominee for Young Adult (2024)""]"
165,Young,What the River Knows,Isabel Ibañez,Shop this series,3.93,31/10/2023,404,Hardcover,"['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)', ' Green Mountain Book Award Nominee (2025)', "" Barnes & Noble Children's & YA Book Award Nominee for Young Adult (2024)"", ' Libby Award Nominee for Best Young Adult Fiction (2023)']"
166,Young,A Study in Drowning,Ava Reid,Kindle $12.99,3.81,19/09/2023,378,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
167,Young,Foxglove,Adalyn Grace,Shop this series,4.17,22/08/2023,464,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
168,Young,These Infinite Threads,Tahereh Mafi,Shop this series,4.10,07/02/2023,416,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
169,Young,Foul Heart Huntsman,Chloe Gong,Shop this series,4.36,26/09/2023,560,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
170,Young,"Song of Silver, Flame Like Night",Amélie Wen Zhao,Shop this series,3.82,03/01/2023,512,Paperback,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
171,Young,Threads That Bind,Kika Hatzopoulou,Shop this series,3.94,30/05/2023,352,Hardcover,"['Locus Award Nominee for First Novel (2024)', ' CYBILS Award for Young Adult Speculative Fiction (2023)', ' Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']"
172,Young,Delicious Monsters,Liselle Sambury,Kindle $10.99,4.06,28/02/2023,512,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
173,Young,House of Roots and Ruin,Erin A. Craig,Shop this series,4.15,25/07/2023,544,Library Binding,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
174,Young,Spice Road,Maiya Ibrahim,Shop this series,3.72,24/01/2023,464,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
175,Young,Blood Debts,Terry J. Benton-Walker,Shop this series,3.83,04/04/2023,416,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
176,Young,Silver in the Bone,Alexandra Bracken,Shop this series,3.91,04/04/2023,480,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
177,Young,The Scarlet Veil,Shelby Mahurin,Kindle $13.99,4.14,26/09/2023,640,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
178,Young,Bring Me Your Midnight,Rachel Griffin,Kindle $8.93,3.98,01/08/2023,402,Hardcover,"['HOLT Medallion by Virginia Romance Writers for Young Adult Romance (2024)', ' Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']"
179,Young,House of Marionne,J. Elle,Shop this series,3.65,29/08/2023,400,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2023)']
180,Young,Check & Mate,Ali Hazelwood,Kindle $8.99,3.99,07/11/2023,352,Paperback,"['Goodreads Choice Award for Young Adult Fiction (2023)', ' Green Mountain Book Award Nominee (2025)', ' She Reads Best of Award Nominee for Young Adult (2023)']"
181,Young,The Brothers Hawthorne,Jennifer Lynn Barnes,Shop this series,3.96,29/08/2023,480,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
182,Young,Five Survive,Holly Jackson,Kindle $16.99,4.07,29/11/2022,388,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
183,Young,One of Us Is Back,Karen M. McManus,Kindle $10.99,3.97,25/07/2023,368,Kindle Edition,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
184,Young,Immortality: A Love Story,Dana Schwartz,Shop this series,3.93,28/02/2023,389,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
185,Young,Highly Suspicious and Unfairly Cute,Talia Hibbert,Kindle $8.99,3.73,03/01/2023,336,ebook,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
186,Young,Warrior Girl Unearthed,Angeline Boulley,Shop this series,4.34,02/05/2023,396,Hardcover,"['American Indian Youth Literature Award Nominee for Young Adult (2024)', ' Boston Globe-Horn Book Award for Fiction & Poetry (2023)', ' Goodreads Choice Award Nominee for Young Adult Fiction (2023)', ' Green Mountain Book Award Nominee (2025)', ' She Reads Best of Award Nominee for Young Adult (2023)', ' Libby Award Nominee for Best Young Adult Fiction (2023)']"
187,Young,"Imogen, Obviously",Becky Albertalli,Kindle $10.99,4.25,02/05/2023,432,Hardcover,"['Stonewall Book Award Nominee for Young Adult Literature (2024)', ' Goodreads Choice Award Nominee for Young Adult Fiction (2023)']"
188,Young,The Davenports,Krystal Marquis,Kindle $8.99,3.66,31/01/2023,384,Hardcover,"['Rhode Island Teen Book Award Nominee (2025)', ' Goodreads Choice Award Nominee for Young Adult Fiction (2023)', ' Libby Award Nominee for Best Young Adult Fiction (2023)']"
189,Young,Reign,Katharine McGee,Shop this series,3.92,29/08/2023,415,Paperback,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
190,Young,We Deserve Monuments,Jas Hammonds,Kindle Unlimited $0.00,4.31,29/11/2022,384,Hardcover,"['Rhode Island Teen Book Award Nominee (2024)', ' Coretta Scott King Book Award for John Steptoe New Talent Author (2023)', ' Lincoln Award Nominee (2025)', ' CYBILS Award for Young Adult Fiction (2023)', ' Goodreads Choice Award Nominee for Young Adult Fiction (2023)', ' Green Mountain Book Award Nominee (2024)']"
191,Young,Nine Liars,Maureen Johnson,Kindle $10.99,3.82,27/12/2022,445,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
192,Young,Never Ever Getting Back Together,Sophie Gonzales,Kindle $11.99,3.68,29/11/2022,384,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
193,Young,Pride and Prejudice and Pittsburgh,Rachael Lippincott,Kindle $10.99,4.01,01/01/2023,256,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
194,Young,What Happens After Midnight,K.L. Walther,Kindle $7.99,3.76,27/06/2023,384,Paperback,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
195,Young,Together We Rot,Skyla Arndt,Kindle $10.99,3.58,29/08/2023,272,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
196,Young,This Time It's Real,Ann Liang,Kindle $7.99,4.02,07/02/2023,352,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
197,Young,Thieves' Gambit,Kayvion Lewis,Shop this series,3.89,26/09/2023,384,Hardcover,"['Goodreads Choice Award Nominee for Young Adult Fiction (2023)', ' Green Mountain Book Award Nominee (2025)', "" Barnes & Noble Children's & YA Book Award Nominee for Young Adult (2024)""]"
198,Young,Forget Me Not,Alyson Derrick,Kindle $9.99,4.27,04/04/2023,320,Hardcover,"[""National Book Award Nominee for Young People's Literature (2023)"", ' Goodreads Choice Award Nominee for Young Adult Fiction (2023)']"
199,Young,Suddenly a Murder,Lauren Muñoz,Kindle $10.99,3.64,05/09/2023,308,Hardcover,['Goodreads Choice Award Nominee for Young Adult Fiction (2023)']
200,Debut,Weyward,Emilia Hart,Kindle $11.99,4.08,02/02/2023,329,Hardcover,"['Goodreads Choice Award for Historical Fiction and for Debut Novel (2023)', ' Book of the Month Book of the Year Award Nominee (2023)']"
201,Debut,Ink Blood Sister Scribe,Emma Törzs,Kindle $12.99,4.04,30/05/2023,416,Hardcover,"['Locus Award Nominee for First Novel (2024)', ' Minnesota Book Award for Genre Fiction (2024)', ' Goodreads Choice Award Nominee for Fantasy and for Debut Novel (2023)']"
202,Debut,Pineapple Street,Jenny Jackson,Kindle $12.99,3.57,07/03/2023,304,Hardcover,['Goodreads Choice Award Nominee for Fiction and for Debut Novel (2023)']
203,Debut,Maame,Jessica George,Kindle Unlimited $0.00,4.07,31/01/2023,320,Hardcover,"['Audie Award Nominee for Fiction (2024)', ' ALA Alex Award (2024)', ' Goodreads Choice Award Nominee for Fiction and for Debut Novel (2023)', ' Book of the Month Book of the Year Award Nominee (2023)']"
204,Debut,The September House,Carissa Orlando,Kindle $13.99,3.92,05/09/2023,344,Hardcover,['Goodreads Choice Award Nominee for Horror and for Debut Novel (2023)']
205,Debut,Looking for Jane,Heather Marshall,Kindle $13.99,4.37,01/03/2022,400,Hardcover,['Goodreads Choice Award Nominee for Historical Fiction and for Debut Novel (2023)']
206,Debut,Adelaide,Genevieve Wheeler,Kindle Unlimited $0.00,3.97,18/04/2023,304,Hardcover,"['Goodreads Choice Award Nominee for Debut Novel (2023)', ' Book of the Month Book of the Year Award Nominee (2023)', ' She Reads Best of Award Nominee for Contemporary Fiction and Best Debut (2023)']"
207,Debut,Did You Hear About Kitty Karr?,Crystal Smith Paul,Kindle Unlimited $0.00,3.76,02/05/2023,416,Hardcover,['Goodreads Choice Award Nominee for Historical Fiction and for Debut Novel (2023)']
208,Debut,The Bandit Queens,Parini Shroff,Kindle $12.99,3.93,03/01/2023,342,Hardcover,"[""Women's Prize for Fiction Nominee for Longlist (2023)"", ' Goodreads Choice Award Nominee for Debut Novel (2023)']"
209,Debut,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,Kindle $12.99,4.14,02/05/2023,367,Hardcover,"['Locus Award Nominee for First Novel (2024)', ' ALA Alex Award (2024)', ' Chautauqua Prize Nominee (2024)', ' National Book Award Finalist for Fiction (2023)', ' Goodreads Choice Award Nominee for Science Fiction and for Debut Novel (2023)', ' Gordon Burn Prize Nominee for Longlist (2023)', ' The Center for Fiction First Novel Prize Nominee for Longlist (2023)', ' The Publishing Triangle Award Nominee for LGBTQ+ Fiction (2024)', ' She Reads Best of Award for Best Debut and Nominee for Book of the Year (2023)', ' Libby Award Nominee for Best Debut (2023)\nShow more']"
210,Debut,The Collected Regrets of Clover,Mikki Brammer,Kindle Unlimited $0.00,4.17,09/05/2023,314,Hardcover,"['Goodreads Choice Award Nominee for Fiction and for Debut Novel (2023)', ' Book of the Month Book of the Year Award Nominee (2023)']"
211,Debut,"Beyond That, the Sea",Laura Spence-Ash,Kindle Unlimited $0.00,4.25,21/03/2023,351,Hardcover,"['Goodreads Choice Award Nominee for Historical Fiction and for Debut Novel (2023)', ' She Reads Best of Award Nominee for Historical Fiction and Best Debut (2023)']"
212,Debut,Shark Heart: A Love Story,Emily Habeck,Kindle $11.99,4.01,08/08/2023,416,Hardcover,"['Goodreads Choice Award Nominee for Fiction and for Debut Novel (2023)', ' Book of the Month Book of the Year Award Nominee (2023)']"
213,Debut,In Memoriam,Alice Winn,Kindle $12.99,4.54,07/03/2023,382,Hardcover,"['British Book Award for Debut Fiction (2024)', ' Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2024)', ' Goodreads Choice Award Nominee for Debut Novel (2023)', ' The Center for Fiction First Novel Prize Nominee for Longlist (2023)', ' Libby Award Nominee for Best Debut (2023)']"
214,Debut,River Sing Me Home,Eleanor Shearer,Kindle $11.99,4.01,19/01/2023,322,Hardcover,['Goodreads Choice Award Nominee for Historical Fiction and for Debut Novel (2023)']
215,Debut,Banyan Moon,Thao Thai,Kindle $12.99,3.92,27/06/2023,336,Hardcover,"['Goodreads Choice Award Nominee for Historical Fiction and for Debut Novel (2023)', ' The Center for Fiction First Novel Prize Nominee for Longlist (2023)', ' She Reads Best of Award Nominee for Best Debut (2023)']"
216,Debut,Monstrilio,Gerardo Sámano Córdova,Kindle $8.99,4.15,07/03/2023,336,Hardcover,['Goodreads Choice Award Nominee for Horror and for Debut Novel (2023)']
217,Debut,I Keep My Exoskeletons to Myself,Marisa Crane,Kindle $12.99,3.95,17/01/2023,352,Hardcover,"['Lambda Literary Award Nominee for LGBTQ+ Speculative Fiction (2024)', ' Goodreads Choice Award Nominee for Science Fiction and for Debut Novel (2023)', ' Libby Award Nominee for Best Debut (2023)']"
218,Debut,One Summer in Savannah,Terah Shelton Harris,Kindle $7.39,4.15,04/07/2023,464,Hardcover,['Goodreads Choice Award Nominee for Debut Novel (2023)']
